match_key,league,season_id,round_number,expected_start,home_team,away_team,home_score,away_score,odds_1,odds_X,odds_2,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_over_2_5,odds_under_2_5,odds_btts_yes,odds_btts_no,over_2_5,btts,home_win,draw,away_win,first_goal_team,last_goal_minute,goal_timeline,had_odds
d5356d80f7d6eca3,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,Congo DR,Norway,1,0,4.77,4.29,1.62,2.22,1.15,1.19,1.47,2.64,1.57,2.37,Non,Non,Oui,Non,Non,Home,25,[25],True
545feb56615b9a88,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,Colombia,Netherlands,0,1,2.68,4.07,2.27,1.58,1.43,1.21,1.35,3.12,1.37,3.04,Non,Non,Non,Non,Oui,Away,59,[59],True
d8444aaf48e93baa,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,Austria,Turkiye,3,1,2.18,3.8,2.96,1.36,1.64,1.23,1.5,2.54,1.47,2.63,Oui,Oui,Oui,Non,Non,Away,82,"[19, 27, 42, 82]",True
81e5215dbf19b668,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,Egypt,Ecuador,1,2,2.51,3.6,2.61,1.45,1.48,1.26,1.62,2.26,1.54,2.44,Oui,Oui,Non,Non,Oui,Home,75,"[9, 25, 75]",True
70c9f4ce82fe83c6,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,Saudi Arabia,Uzbekistan,2,2,2.56,3.64,2.53,1.48,1.46,1.25,1.58,2.34,1.51,2.51,Oui,Oui,Non,Oui,Non,Away,65,"[35, 43, 57, 65]",True
24f1b423abe4feb9,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,Tunisia,Sweden,3,2,3.1,3.47,2.23,1.61,1.33,1.27,1.75,2.05,1.63,2.24,Oui,Oui,Oui,Non,Non,Home,88,"[22, 28, 73, 87, 88]",True
1dced147bc3dbf46,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,South Africa,Portugal,0,5,6.69,5.11,1.4,2.84,1.08,1.14,1.37,3.01,1.64,2.23,Oui,Non,Non,Non,Oui,Away,61,"[18, 34, 48, 57, 61]",True
9b5ee0d89514a212,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,Spain,Australia,1,2,1.47,4.67,6.12,1.09,2.6,1.16,1.46,2.67,1.66,2.18,Oui,Oui,Non,Non,Oui,Home,63,"[57, 59, 63]",True
3d9040376a66c938,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,IR Iran,Korea Republic,2,1,2.53,3.54,2.61,1.45,1.48,1.26,1.66,2.19,1.56,2.38,Oui,Oui,Oui,Non,Non,Away,84,"[48, 53, 84]",True
3bc2a71bc6d62fb0,coupe-du-monde,164838,1,2026-09-09T01:29:18Z,Uruguay,Morocco,2,2,3.26,3.24,2.25,1.59,1.3,1.31,2.0,1.79,1.79,2.0,Oui,Oui,Non,Oui,Non,Away,78,"[33, 38, 67, 78]",True
