match_key,league,season_id,round_number,expected_start,home_team,away_team,home_score,away_score,odds_1,odds_X,odds_2,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_over_2_5,odds_under_2_5,odds_btts_yes,odds_btts_no,over_2_5,btts,home_win,draw,away_win,first_goal_team,last_goal_minute,goal_timeline,had_odds
5ec357ad40b5569a,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Mozambique,DR Congo,0,0,10.75,2.32,1.87,1.87,1.02,1.56,6.43,1.11,5.73,1.13,Non,Non,Non,Oui,Non,,,[],True
a142f8eb8b89b738,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Sudan,Cameroon,0,0,3.73,1.87,3.89,1.22,1.24,1.87,9.68,1.05,5.1,1.16,Non,Non,Non,Oui,Non,,,[],True
a7ae4e0a5b3b6391,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Benin,Gabon,2,1,1.47,4.0,7.57,1.06,2.57,1.21,1.93,1.84,2.17,1.67,Oui,Oui,Oui,Non,Non,Home,84,"[53, 70, 84]",True
9b6171e14e064f5a,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Nigeria,Angola,0,0,2.18,2.16,7.24,1.06,1.63,1.64,6.85,1.09,4.87,1.17,Non,Non,Non,Oui,Non,,,[],True
d2820cadf62892f0,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Mali,South Africa,1,0,1.39,4.15,10.24,1.02,2.9,1.2,2.08,1.72,2.59,1.49,Non,Non,Oui,Non,Non,Home,53,[53],True
61ce91d4bfb0b558,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Algeria,Egypt,3,1,3.04,2.79,2.69,1.43,1.34,1.4,2.72,1.44,2.18,1.67,Oui,Oui,Oui,Non,Non,Home,81,"[21, 22, 34, 81]",True
f311ceea4fd6f249,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Botswana,Ivory Coast,0,1,7.03,2.14,2.22,1.61,1.07,1.66,6.95,1.09,4.85,1.17,Non,Non,Non,Non,Oui,Away,50,[50],True
25e051615f20428c,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Senegal,Tunisia,0,0,2.73,1.65,11.28,1.01,1.42,2.15,20.86,0.99,11.75,1.03,Non,Non,Non,Oui,Non,,,[],True
2cb949a5de106ba7,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Comoros,Burkina Faso,0,1,2.18,2.39,5.48,1.12,1.63,1.53,4.64,1.18,3.43,1.3,Non,Non,Non,Non,Oui,Away,87,[87],True
2ac4bd967ed0effd,coupe-d-afrique,164945,1,2026-09-09T16:28:39Z,Zambia,Morocco,0,0,5.69,2.71,1.94,1.8,1.11,1.42,3.45,1.3,2.89,1.4,Non,Non,Non,Oui,Non,,,[],True
