match_key,season_id,round_number,expected_start,home_team,away_team,home_logo_url,away_logo_url,final_score,home_score,away_score,half_time_score,goal_count,had_odds,collected_at
f9f7c6430e0faa1a,165018,1,2026-09-10T06:08:18Z,Canada,Algeria,https://storage-prod.sporty-tech.net/virtual/teams/Canada.png,https://storage-prod.sporty-tech.net/virtual/teams/Algeria.png,2:1,2,1,1:1,3,True,2026-09-10T06:11:07.536134+00:00
2b8f1497b911ea32,165018,1,2026-09-10T06:08:18Z,Belgium,Czechia,https://storage-prod.sporty-tech.net/virtual/teams/Belgium.png,https://storage-prod.sporty-tech.net/virtual/teams/Czechia.png,2:1,2,1,1:1,3,True,2026-09-10T06:11:07.536134+00:00
cc8986c8b7abbfb1,165018,1,2026-09-10T06:08:18Z,Argentina,Saudi Arabia,https://storage-prod.sporty-tech.net/virtual/teams/Argentina.png,https://storage-prod.sporty-tech.net/virtual/teams/Saudi%20Arabia.png,1:0,1,0,1:0,1,True,2026-09-10T06:11:07.536134+00:00
d404dbf6055ee1f9,165018,1,2026-09-10T06:08:18Z,Congo DR,Netherlands,https://storage-prod.sporty-tech.net/virtual/teams/Congo%20DR.png,https://storage-prod.sporty-tech.net/virtual/teams/Netherlands.png,0:0,0,0,0:0,0,True,2026-09-10T06:11:07.536134+00:00
e8d24f6dbebfa26b,165018,1,2026-09-10T06:08:18Z,Australia,South Africa,https://storage-prod.sporty-tech.net/virtual/teams/Australia.png,https://storage-prod.sporty-tech.net/virtual/teams/South%20Africa.png,0:1,0,1,0:1,1,True,2026-09-10T06:11:07.536134+00:00
4a3306a8d9e0e92d,165018,1,2026-09-10T06:08:18Z,Norway,Austria,https://storage-prod.sporty-tech.net/virtual/teams/Norway.png,https://storage-prod.sporty-tech.net/virtual/teams/Austria.png,3:2,3,2,2:1,5,True,2026-09-10T06:11:07.536134+00:00
e268738117839c0a,165018,1,2026-09-10T06:08:18Z,Uruguay,Haiti,https://storage-prod.sporty-tech.net/virtual/teams/Uruguay.png,https://storage-prod.sporty-tech.net/virtual/teams/Haiti.png,1:1,1,1,0:0,2,True,2026-09-10T06:11:07.536134+00:00
31c10de8da0e68e4,165018,1,2026-09-10T06:08:18Z,Egypt,Senegal,https://storage-prod.sporty-tech.net/virtual/teams/Egypt.png,https://storage-prod.sporty-tech.net/virtual/teams/Senegal.png,5:0,5,0,2:0,5,True,2026-09-10T06:11:07.536134+00:00
ad014500b5486ff5,165018,1,2026-09-10T06:08:18Z,Qatar,Mexico,https://storage-prod.sporty-tech.net/virtual/teams/Qatar.png,https://storage-prod.sporty-tech.net/virtual/teams/Mexico.png,1:2,1,2,1:0,3,True,2026-09-10T06:11:07.536134+00:00
7eb6d540b021a8b4,165018,1,2026-09-10T06:08:18Z,Brazil,USA,https://storage-prod.sporty-tech.net/virtual/teams/Brazil.png,https://storage-prod.sporty-tech.net/virtual/teams/USA.png,4:0,4,0,1:0,4,True,2026-09-10T06:11:07.536134+00:00
8e61b44e640e4d86,165018,1,2026-09-10T06:08:18Z,Sweden,Curacao,https://storage-prod.sporty-tech.net/virtual/teams/Sweden.png,https://storage-prod.sporty-tech.net/virtual/teams/Curacao.png,3:0,3,0,1:0,3,True,2026-09-10T06:11:07.536134+00:00
1ee66ae5772558b5,165018,1,2026-09-10T06:08:18Z,Jordan,Iraq,https://storage-prod.sporty-tech.net/virtual/teams/Jordan.png,https://storage-prod.sporty-tech.net/virtual/teams/Iraq.png,1:1,1,1,1:1,2,True,2026-09-10T06:11:07.536134+00:00
aa8e04e44b931e36,165018,1,2026-09-10T06:08:18Z,Spain,Scotland,https://storage-prod.sporty-tech.net/virtual/teams/Spain.png,https://storage-prod.sporty-tech.net/virtual/teams/Scotland.png,3:1,3,1,2:0,4,True,2026-09-10T06:11:07.536134+00:00
e5132f2d3cf08243,165018,1,2026-09-10T06:08:18Z,IR Iran,Korea Republic,https://storage-prod.sporty-tech.net/virtual/teams/IR%20Iran.png,https://storage-prod.sporty-tech.net/virtual/teams/Korea%20Republic.png,2:2,2,2,1:0,4,True,2026-09-10T06:11:07.536134+00:00
48168985b5180be8,165018,1,2026-09-10T06:08:18Z,Cabo Verde,Colombia,https://storage-prod.sporty-tech.net/virtual/teams/Cabo%20Verde.png,https://storage-prod.sporty-tech.net/virtual/teams/Colombia.png,0:3,0,3,0:3,3,True,2026-09-10T06:11:07.536134+00:00
0e396dbd7af26233,165018,1,2026-09-10T06:08:18Z,France,Paraguay,https://storage-prod.sporty-tech.net/virtual/teams/France.png,https://storage-prod.sporty-tech.net/virtual/teams/Paraguay.png,2:2,2,2,2:0,4,True,2026-09-10T06:11:07.536134+00:00
