match_key,season_id,round_number,expected_start,home_team,away_team,home_logo_url,away_logo_url,final_score,home_score,away_score,half_time_score,goal_count,had_odds,collected_at
1892312c6e19d8ad,164881,1,2026-09-09T06:58:39Z,Senegal,Zambia,https://storage-prod.sporty-tech.net/virtual/teams/Senegal.png,https://storage-prod.sporty-tech.net/virtual/teams/Zambia.png,0:0,0,0,0:0,0,True,2026-09-09T07:01:05.465233+00:00
23c424ef7dc89685,164881,1,2026-09-09T06:58:39Z,Nigeria,Equatorial Guinea,https://storage-prod.sporty-tech.net/virtual/teams/Nigeria.png,https://storage-prod.sporty-tech.net/virtual/teams/Equatorial%20Guinea.png,3:0,3,0,0:0,3,True,2026-09-09T07:01:05.465233+00:00
f751ec5ec8578fd5,164881,1,2026-09-09T06:58:39Z,Morocco,Uganda,https://storage-prod.sporty-tech.net/virtual/teams/Morocco.png,https://storage-prod.sporty-tech.net/virtual/teams/Uganda.png,3:1,3,1,1:0,4,True,2026-09-09T07:01:05.465233+00:00
2963e0eb97b43f1d,164881,1,2026-09-09T06:58:39Z,Burkina Faso,Mozambique,https://storage-prod.sporty-tech.net/virtual/teams/Burkina%20Faso.png,https://storage-prod.sporty-tech.net/virtual/teams/Mozambique.png,2:2,2,2,0:1,4,True,2026-09-09T07:01:05.465233+00:00
3089f0664787c80b,164881,1,2026-09-09T06:58:39Z,Comoros,Benin,https://storage-prod.sporty-tech.net/virtual/teams/Comoros.png,https://storage-prod.sporty-tech.net/virtual/teams/Benin.png,0:0,0,0,0:0,0,True,2026-09-09T07:01:05.465233+00:00
ed54d2f5dfe646c0,164881,1,2026-09-09T06:58:39Z,South Africa,Tanzania,https://storage-prod.sporty-tech.net/virtual/teams/South%20Africa.png,https://storage-prod.sporty-tech.net/virtual/teams/Tanzania.png,1:0,1,0,0:0,1,True,2026-09-09T07:01:05.465233+00:00
ccbbf621174f24ae,164881,1,2026-09-09T06:58:39Z,DR Congo,Mali,https://storage-prod.sporty-tech.net/virtual/teams/DR%20Congo.png,https://storage-prod.sporty-tech.net/virtual/teams/Mali.png,0:1,0,1,0:0,1,True,2026-09-09T07:01:05.465233+00:00
fecb9b1bf606be3d,164881,1,2026-09-09T06:58:39Z,Tunisia,Algeria,https://storage-prod.sporty-tech.net/virtual/teams/Tunisia.png,https://storage-prod.sporty-tech.net/virtual/teams/Algeria.png,0:0,0,0,0:0,0,True,2026-09-09T07:01:05.465233+00:00
fd34857ff2dc020a,164881,1,2026-09-09T06:58:39Z,Zimbabwe,Egypt,https://storage-prod.sporty-tech.net/virtual/teams/Zimbabwe.png,https://storage-prod.sporty-tech.net/virtual/teams/Egypt.png,0:0,0,0,0:0,0,True,2026-09-09T07:01:05.465233+00:00
943a59e5f9d57707,164881,1,2026-09-09T06:58:39Z,Gabon,Botswana,https://storage-prod.sporty-tech.net/virtual/teams/Gabon.png,https://storage-prod.sporty-tech.net/virtual/teams/Botswana.png,1:0,1,0,1:0,1,True,2026-09-09T07:01:05.465233+00:00
